日期,股票代码,名称,收盘价,最高价,最低价,开盘价,成交量
2012-1-10,'300226,上海钢联,29.21,29.37,28.62,28.8,402625
2012-1-9,'300226,上海钢联,28.91,28.91,25.8,26.08,664214
2012-1-6,'300226,上海钢联,26.29,27,24.8,25.2,405206
2012-1-5,'300226,上海钢联,25.2,26.68,24.95,26.68,488882
2012-1-4,'300226,上海钢联,26.7,29,26.48,29,1068652
2011-12-30,'300226,上海钢联,29.16,29.46,28.7,28.7,265584
2011-12-29,'300226,上海钢联,28.78,29.18,28.3,28.36,292824
2011-12-28,'300226,上海钢联,28.7,28.7,27.75,28.6,286222
2011-12-27,'300226,上海钢联,28.8,30.58,28.38,30.32,348151
2011-12-26,'300226,上海钢联,30.59,31.2,30.33,30.77,215299
2011-12-23,'300226,上海钢联,30.85,30.98,30.01,30.01,398509
2011-12-22,'300226,上海钢联,30.88,30.88,28.85,29.9,559712
2011-12-21,'300226,上海钢联,30.18,31.76,29.88,31.75,513661
2011-12-20,'300226,上海钢联,31.4,32.49,31.3,32.09,341658
2011-12-19,'300226,上海钢联,32.19,32.29,31.15,32.01,576645
2011-12-16,'300226,上海钢联,32.3,32.38,30.1,31.01,747135
2011-12-15,'300226,上海钢联,31.48,32.32,30.88,30.98,813855
2011-12-14,'300226,上海钢联,30.81,31.5,30,30.77,419193
2011-12-13,'300226,上海钢联,30.6,31.33,29.8,31.21,334162
2011-12-12,'300226,上海钢联,31.18,31.8,30.55,30.66,510292
2011-12-9,'300226,上海钢联,30.55,30.84,30,30,267032
2011-12-8,'300226,上海钢联,30.71,31.66,28.85,29.22,731855
2011-12-7,'300226,上海钢联,29.23,29.38,28.6,28.99,186941
2011-12-6,'300226,上海钢联,29.23,29.28,28.1,28.15,220467
2011-12-5,'300226,上海钢联,28.3,28.88,28.05,28.7,200975
2011-12-2,'300226,上海钢联,28.7,29.72,28.58,29.52,398400
2011-12-1,'300226,上海钢联,29.86,30.69,29.85,30.38,712571
2011-11-30,'300226,上海钢联,29.22,31.75,28.8,31.58,824741
2011-11-29,'300226,上海钢联,31.9,32.65,31.36,32.65,561517
2011-11-28,'300226,上海钢联,0,0,0,0,0
2011-11-25,'300226,上海钢联,32.13,33.4,32,32.66,508055
2011-11-24,'300226,上海钢联,32.66,32.93,31.36,31.49,715793
2011-11-23,'300226,上海钢联,31.98,33.5,31.32,31.85,895786
2011-11-22,'300226,上海钢联,31.21,31.21,29.96,30.18,566672
2011-11-21,'300226,上海钢联,30.41,31.31,29.71,31.13,691575
2011-11-18,'300226,上海钢联,31.16,32.28,30.96,31.15,839254
2011-11-17,'300226,上海钢联,31.36,31.89,30.09,30.37,793136
2011-11-16,'300226,上海钢联,30,31.17,29.9,31.05,497516
2011-11-15,'300226,上海钢联,30.94,31.22,30.83,30.84,288827
2011-11-14,'300226,上海钢联,31,31.3,30.24,30.43,524341
2011-11-11,'300226,上海钢联,30.1,30.86,29.56,29.72,592564
2011-11-10,'300226,上海钢联,29.9,31.41,29.9,30.27,951243
2011-11-9,'300226,上海钢联,30.15,30.15,29.11,29.5,420806
2011-11-8,'300226,上海钢联,29.35,29.82,29.07,29.7,471082
2011-11-7,'300226,上海钢联,29.7,30.59,29.5,29.68,715640
2011-11-4,'300226,上海钢联,29.43,29.75,29.04,29.74,420542
2011-11-3,'300226,上海钢联,29.41,30.54,29.35,30.11,1033539
2011-11-2,'300226,上海钢联,29.89,30.14,28.01,28.15,830251
2011-11-1,'300226,上海钢联,28.7,28.78,28.08,28.49,370550
2011-10-31,'300226,上海钢联,28.79,28.96,28.13,28.38,492598
2011-10-28,'300226,上海钢联,28.35,28.56,27.4,27.75,575501
2011-10-27,'300226,上海钢联,27.56,28.08,27.5,27.55,338543
2011-10-26,'300226,上海钢联,27.54,28.19,26.8,26.94,573608
2011-10-25,'300226,上海钢联,27.1,27.22,25.85,26,529494
2011-10-24,'300226,上海钢联,26.2,26.23,24.41,25.81,613454
2011-10-21,'300226,上海钢联,25.95,27.1,25.61,27.05,341168
2011-10-20,'300226,上海钢联,26.98,27.85,26.83,27.52,370647
2011-10-19,'300226,上海钢联,27.3,27.86,27.2,27.75,245112
2011-10-18,'300226,上海钢联,27.48,28.46,27.4,28.4,317334
2011-10-17,'300226,上海钢联,28.71,28.83,28.23,28.49,414562
2011-10-14,'300226,上海钢联,28.41,28.7,27.89,28.5,377584
2011-10-13,'300226,上海钢联,28.72,28.98,28.4,28.4,568513
2011-10-12,'300226,上海钢联,28.41,28.62,27,27,436463
2011-10-11,'300226,上海钢联,27.32,28.18,27.05,27.76,312194
2011-10-10,'300226,上海钢联,27.29,27.4,26.8,26.85,204330
2011-9-30,'300226,上海钢联,26.94,27.2,26.35,26.85,223700
2011-9-29,'300226,上海钢联,26.97,27.56,26.88,27.19,200370
2011-9-28,'300226,上海钢联,27.34,28.22,27.27,28.06,212474
2011-9-27,'300226,上海钢联,27.88,28.07,27.5,28.07,326764
2011-9-26,'300226,上海钢联,27.62,28.28,27.5,28.18,430085
2011-9-23,'300226,上海钢联,28.12,28.35,27.8,28,305786
2011-9-22,'300226,上海钢联,28.26,29.48,28.26,29.28,451449
2011-9-21,'300226,上海钢联,29.62,29.75,28.68,28.69,390904
2011-9-20,'300226,上海钢联,28.68,29.08,28.21,28.42,251110
2011-9-19,'300226,上海钢联,28.68,29.84,28.66,29.83,585365
2011-9-16,'300226,上海钢联,29.82,30.87,29.75,30.68,356326
2011-9-15,'300226,上海钢联,30.52,30.92,30.41,30.62,315658
2011-9-14,'300226,上海钢联,30.7,30.7,29.5,30,419308
2011-9-13,'300226,上海钢联,29.87,30,29.3,30,480689
2011-9-9,'300226,上海钢联,30.23,31.02,30,30.32,826683
2011-9-8,'300226,上海钢联,30.69,32.79,30.5,32.5,1522096
2011-9-7,'300226,上海钢联,32.84,32.97,31.8,32.35,1123953
2011-9-6,'300226,上海钢联,0,0,0,0,0
2011-9-5,'300226,上海钢联,0,0,0,0,0
2011-9-2,'300226,上海钢联,33.71,33.81,32.69,32.9,546687
2011-9-1,'300226,上海钢联,33.1,34.27,32.9,33.05,557474
2011-8-31,'300226,上海钢联,33.1,33.26,32.01,32.72,626189
2011-8-30,'300226,上海钢联,32.96,34.59,32.91,34.16,739740
2011-8-29,'300226,上海钢联,34.25,34.97,33.78,34.6,827817
2011-8-26,'300226,上海钢联,34.9,35.16,33.1,33.1,745489
2011-8-25,'300226,上海钢联,33.5,34.75,32.52,34.33,1103280
2011-8-24,'300226,上海钢联,34.24,35.4,34.11,35.38,1031676
2011-8-23,'300226,上海钢联,35.38,35.5,32.81,32.81,1018772
2011-8-22,'300226,上海钢联,32.75,33.78,31.2,31.5,622598
2011-8-19,'300226,上海钢联,31.08,31.44,30.33,31.08,435527
2011-8-18,'300226,上海钢联,31.65,32.53,31.64,32.35,388451
2011-8-17,'300226,上海钢联,32.25,32.7,31.29,31.31,572931
2011-8-16,'300226,上海钢联,31.5,31.88,31.1,31.74,363634
2011-8-15,'300226,上海钢联,31.74,31.95,30.92,31.3,664225
2011-8-12,'300226,上海钢联,30.91,31.59,30.48,31,946686
2011-8-11,'300226,上海钢联,29.77,29.99,28.39,28.7,514756
2011-8-10,'300226,上海钢联,29.33,30.5,29.22,29.95,821122
2011-8-9,'300226,上海钢联,29.22,29.97,27.1,27.9,733571
2011-8-8,'300226,上海钢联,28.66,30,27.54,30,680393
2011-8-5,'300226,上海钢联,30.3,30.6,29.2,29.5,647681
2011-8-4,'300226,上海钢联,30.99,32.18,30.8,32,763019
2011-8-3,'300226,上海钢联,31.88,32.8,31.81,32.38,842592
2011-8-2,'300226,上海钢联,32.8,32.97,31.03,31.03,1145561
2011-8-1,'300226,上海钢联,31.62,32.1,30.51,30.72,716372
2011-7-29,'300226,上海钢联,30.8,31.78,30.8,31.5,584775
2011-7-28,'300226,上海钢联,31.88,31.95,30.52,31.14,1250262
2011-7-27,'300226,上海钢联,31.75,31.99,28.6,28.94,1434544
2011-7-26,'300226,上海钢联,29.08,29.2,28.38,28.5,309047
2011-7-25,'300226,上海钢联,28.98,30.38,28.06,29.96,849947
2011-7-22,'300226,上海钢联,30.13,30.79,29.61,29.75,757244
2011-7-21,'300226,上海钢联,29.75,30.16,28.82,29.3,613009
2011-7-20,'300226,上海钢联,29.3,29.51,28.51,29.17,633351
2011-7-19,'300226,上海钢联,28.93,29.73,28.65,29.72,793559
2011-7-18,'300226,上海钢联,29.77,30.38,29.61,30.12,821551
2011-7-15,'300226,上海钢联,30,31.6,29.81,30,1537642
2011-7-14,'300226,上海钢联,30.2,30.5,29.6,29.61,1258483
2011-7-13,'300226,上海钢联,30.01,30.01,27.29,27.29,1865225
2011-7-12,'300226,上海钢联,27.28,27.78,27.19,27.22,693609
2011-7-11,'300226,上海钢联,27.9,28.18,27,27.65,555658
2011-7-8,'300226,上海钢联,27.77,28.52,27.23,27.44,1123417
2011-7-7,'300226,上海钢联,27.52,28.56,26.49,26.57,1599620
2011-7-6,'300226,上海钢联,26.68,27.18,26.07,26.25,1201495
2011-7-5,'300226,上海钢联,26.27,26.75,25.98,26.38,1003775
2011-7-4,'300226,上海钢联,26.52,26.62,26,26.12,924440
2011-7-1,'300226,上海钢联,26.05,26.47,25.75,25.75,967891
2011-6-30,'300226,上海钢联,25.82,25.93,25.32,25.41,649564
2011-6-29,'300226,上海钢联,25.43,26.13,25.39,25.71,504726
2011-6-28,'300226,上海钢联,25.79,25.9,25.36,25.9,626450
2011-6-27,'300226,上海钢联,25.91,26.34,25.45,25.66,1199283
2011-6-24,'300226,上海钢联,25.8,26.2,24.61,24.73,1659447
2011-6-23,'300226,上海钢联,24.86,25.18,23.71,23.83,1149851
2011-6-22,'300226,上海钢联,23.85,24.73,23.76,24.73,753337
2011-6-21,'300226,上海钢联,24.75,24.79,24.1,24.53,891983
2011-6-20,'300226,上海钢联,24.53,24.76,24.08,24.47,669325
2011-6-17,'300226,上海钢联,24.49,25.18,24.22,25.18,690197
2011-6-16,'300226,上海钢联,25.1,25.6,24.88,25.37,713744
2011-6-15,'300226,上海钢联,25.71,26.48,25.54,26.41,1119301
2011-6-14,'300226,上海钢联,26.4,26.73,26.04,26.2,1180425
2011-6-13,'300226,上海钢联,26.42,27.87,26,27.6,2047774
2011-6-10,'300226,上海钢联,27.92,29.09,27.38,28.6,2459074
2011-6-9,'300226,上海钢联,29.5,30.2,27.32,27.35,4645487
2011-6-8,'300226,N钢联,27.45,29.9,27.01,29.58,6890366
